time, body_id, mass, pos_x, pos_y, pos_z, vel_x, vel_y, vel_z
9.5, 4, 3.2272e-07, 2.99517, 0.719596, 0.0205339, 0.303823, 3.20175, 0.0931048
9.5, 5, 0.00095479, -1.32988, -5.08042, 0.0689651, 2.64339, -0.622514, -0.076801
9.5, 6, 0.00028588, -9.18985, 2.09235, 0.469187, -0.515015, -1.99877, 0.0341367
9.5, 7, 4.3662e-05, 19.0517, -0.211352, -0.199677, 0.0187971, 1.43933, 0.0100015
9.5, 8, 5.1514e-05, 27.0599, -12.5317, -0.951772, 0.480378, 1.05431, -0.0178698
9.5, 9, 7.396e-09, -0.470364, -27.2694, 9.33531, 1.15217, 0.249158, -0.465993
10, 0, 1, 0.015525, 0.00749469, -0.000206608, -0.00258094, 0.000379089, 7.45498e-05
10, 1, 3.0035e-06, 0.136538, -0.964419, 0.000108949, 6.33446, 0.826165, -0.00019689
10, 2, 1.6601e-07, -0.0421128, 0.441152, 0.0425638, -8.82364, -0.848758, 0.501582
10, 3, 2.4478e-06, -0.0218545, -0.848756, -0.0417919, 6.2498, -0.557079, -0.428699
10, 4, 3.2272e-07, 2.70442, 2.14224, 0.0618985, -1.34504, 2.39917, 0.0697507
10, 5, 0.00095479, 0.0224252, -5.21564, 0.0286556, 2.73525, 0.0874675, -0.0835409
10, 6, 0.00028588, -9.39324, 1.08274, 0.483489, -0.298127, -2.03569, 0.0230322
10, 7, 4.3662e-05, 19.0474, 0.508292, -0.194535, -0.035703, 1.43891, 0.0105652
10, 8, 5.1514e-05, 27.2951, -12.0022, -0.960529, 0.460136, 1.06345, -0.0171572
10, 9, 7.396e-09, 0.105779, -27.1392, 9.10039, 1.15233, 0.27184, -0.473678
10.5, 0, 1, 0.0142536, 0.00750415, -0.000168785, -0.00248507, -0.00028983, 7.78428e-05
10.5, 1, 3.0035e-06, 0.0279328, 1.06907, -0.000550393, -5.89685, 0.110607, 0.000202492
10.5, 2, 1.6601e-07, -0.355381, 0.334736, 0.0534697, -6.28949, -4.91585, -0.0300925
10.5, 3, 2.4478e-06, -0.622342, 0.405856, 0.0610226, -4.25127, -5.78443, -0.0255446
10.5, 4, 3.2272e-07, 1.74909, 3.05148, 0.0883311, -2.3911, 1.17929, 0.0342816
10.5, 5, 0.00095479, 1.37386, -4.9911, -0.0136294, 2.63844, 0.808393, -0.0846133
10.5, 6, 0.00028588, -9.48777, 0.0606326, 0.492194, -0.0800025, -2.04879, 0.0117745
10.5, 7, 4.3662e-05, 19.016, 1.22721, -0.189115, -0.0901405, 1.43643, 0.0111137
10.5, 8, 5.1514e-05, 27.52, -11.4683, -0.968928, 0.439716, 1.0722, -0.016438
10.5, 9, 7.396e-09, 0.681884, -26.9975, 8.86164, 1.15201, 0.294892, -0.481327
11, 0, 1, 0.0130404, 0.00719298, -0.000129798, -0.0023112, -0.000969662, 7.51159e-05
11, 1, 3.0035e-06, -0.175921, -0.954127, 0.000221057, 6.27484, -1.18816, 0.000327407
11, 2, 1.6601e-07, -0.540083, 0.195175, 0.0530051, -2.81522, -6.04929, -0.359522
11, 3, 2.4478e-06, 0.756821, 0.160892, -0.0397946, -1.97403, 6.81776, 0.476714
11, 4, 3.2272e-07, 0.398272, 3.25944, 0.0943783, -2.91696, -0.418678, -0.0121596
11, 5, 0.00095479, 2.62892, -4.41385, -0.054951, 2.35047, 1.48958, -0.0796603
11, 6, 0.00028588, -9.47348, -0.962131, 0.495261, 0.136732, -2.0384, 0.000501153
11, 7, 4.3662e-05, 18.9573, 1.94438, -0.183424, -0.144439, 1.43189, 0.0116462
11, 8, 5.1514e-05, 27.7348, -10.9301, -0.976966, 0.419124, 1.08056, -0.0157124
11, 9, 7.396e-09, 1.2577, -26.8442, 8.61907, 1.15118, 0.318311, -0.48893
11.5, 0, 1, 0.0119829, 0.00656351, -9.33004e-05, -0.00190715, -0.00152942, 7.01984e-05
11.5, 1, 3.0035e-06, 0.352004, 1.01208, -0.000465218, -5.57389, 1.92756, -0.000467329
11.5, 2, 1.6601e-07, -0.564937, 0.0827818, 0.0445499, -0.0676879, -6.70822, -0.598676
11.5, 3, 2.4478e-06, -0.234379, -0.818602, -0.0267598, 6.05227, -1.53988, -0.466187
11.5, 4, 3.2272e-07, -1.03677, 2.54683, 0.0736777, -2.62607, -2.53123, -0.0735258
11.5, 5, 0.00095479, 3.69437, -3.51696, -0.0922939, 1.88328, 2.07821, -0.0687503
11.5, 6, 0.00028588, -9.35169, -1.97395, 0.492715, 0.349576, -2.00515, -0.010656
11.5, 7, 4.3662e-05, 18.8716, 2.65876, -0.177471, -0.198524, 1.4253, 0.012162
11.5, 8, 5.1514e-05, 27.9391, -10.3878, -0.98464, 0.398369, 1.08851, -0.0149808
11.5, 9, 7.396e-09, 1.83297, -26.6791, 8.37272, 1.14982, 0.342092, -0.49648
12, 0, 1, 0.01116, 0.00568514, -6.19684e-05, -0.00138172, -0.0019468, 5.65502e-05
12, 1, 3.0035e-06, -0.468957, -0.84863, 0.000260404, 5.59281, -3.08341, 0.00100633
12, 2, 1.6601e-07, -0.453166, -0.122634, 0.018813, 3.57019, -7.35846, -0.895374
12, 3, 2.4478e-06, -0.642393, 0.49815, 0.0670507, -4.42809, -4.8902, 0.031831
12, 4, 3.2272e-07, -1.87245, 0.66198, 0.0189407, -0.106449, -4.91296, -0.142635
12, 5, 0.00095479, 4.48692, -2.35949, -0.122801, 1.26495, 2.52408, -0.0524563
12, 6, 0.00028588, -9.12494, -2.96362, 0.484645, 0.556184, -1.94992, -0.0215721
12, 7, 4.3662e-05, 18.7588, 3.36934, -0.171265, -0.25232, 1.41668, 0.0126602
12, 8, 5.1514e-05, 28.1331, -9.84163, -0.991946, 0.37746, 1.09606, -0.0142433
12, 9, 7.396e-09, 2.40742, -26.5021, 8.1226, 1.1479, 0.366231, -0.503966
12.5, 0, 1, 0.0106217, 0.00462056, -3.7492e-05, -0.00072063, -0.00226891, 3.87633e-05
12.5, 1, 3.0035e-06, 0.64379, 0.856288, -0.000364936, -4.70358, 3.55669, -0.00111191
12.5, 2, 1.6601e-07, -0.213639, -0.372309, -0.0192423, 7.59169, -4.51628, -0.903159
12.5, 3, 2.4478e-06, 0.718151, 0.175762, -0.0364846, -1.65174, 7.1948, 0.475643
12.5, 4, 3.2272e-07, -0.494195, -1.53933, -0.0449125, 5.30451, -2.23664, -0.0646885
12.5, 5, 0.00095479, 4.9414, -1.02371, -0.144034, 0.539539, 2.78549, -0.031884
12.5, 6, 0.00028588, -8.7969, -3.9204, 0.471202, 0.754383, -1.87382, -0.0321302
12.5, 7, 4.3662e-05, 18.6193, 4.0751, -0.164814, -0.305753, 1.40603, 0.0131402
12.5, 8, 5.1514e-05, 28.3166, -9.2918, -0.998882, 0.356404, 1.10321, -0.0135003
12.5, 9, 7.396e-09, 2.98078, -26.3129, 7.86876, 1.14542, 0.390722, -0.511381
13, 0, 1, 0.0104313, 0.00347895, -2.24443e-05, -7.64534e-05, -0.00229748, 2.17039e-05
13, 1, 3.0035e-06, -0.712789, -0.658143, 0.000262599, 4.35636, -4.67121, 0.00161714
13, 2, 1.6601e-07, 0.116923, -0.46668, -0.049275, 8.16063, 0.347679, -0.503018
13, 3, 2.4478e-06, -0.370035, -0.711842, -0.0124977, 6.15579, -2.55441, -0.524829
13, 4, 3.2272e-07, 1.93186, -1.18785, -0.0345677, 3.51342, 2.66966, 0.0777607
13, 5, 0.00095479, 5.0181, 0.39063, -0.154234, -0.235816, 2.83535, -0.00861773
